2.500000000000000555e-01,2.574999999999996181e+00,1.123000000000021897e-01,2.574999999999996181e+00,2.417914222591845408e-01,1.074999999999999956e+00
2.500000000000000555e-01,2.599999999999996092e+00,1.070000000000020379e-01,2.599999999999996092e+00,2.427731323120746743e-01,1.100000000000000089e+00
2.500000000000000555e-01,2.624999999999996003e+00,1.015000000000018804e-01,2.624999999999996003e+00,2.436861663210026507e-01,1.125000000000000000e+00
2.500000000000000555e-01,2.649999999999995914e+00,9.590000000000171998e-02,2.649999999999995914e+00,2.445319110843728883e-01,1.150000000000000133e+00
2.500000000000000555e-01,2.674999999999995826e+00,9.020000000000155671e-02,2.674999999999995826e+00,2.453120019809995334e-01,1.175000000000000044e+00
2.500000000000000555e-01,2.699999999999995737e+00,8.430000000000138771e-02,2.699999999999995737e+00,2.460275818391478575e-01,1.200000000000000178e+00
2.500000000000000555e-01,2.724999999999995648e+00,7.830000000000121585e-02,2.724999999999995648e+00,2.466801469848258488e-01,1.225000000000000089e+00
2.500000000000000555e-01,2.749999999999995559e+00,7.210000000000103826e-02,2.749999999999995559e+00,2.472707526802356282e-01,1.250000000000000000e+00
2.500000000000000555e-01,2.774999999999995470e+00,6.570000000000085494e-02,2.774999999999995470e+00,2.478008940938420668e-01,1.275000000000000133e+00
2.500000000000000555e-01,2.799999999999995381e+00,5.920000000000066875e-02,2.799999999999995381e+00,2.482709172640682194e-01,1.300000000000000044e+00
2.500000000000000555e-01,2.824999999999995293e+00,5.250000000000047684e-02,2.824999999999995293e+00,2.486826671637535346e-01,1.325000000000000178e+00
2.500000000000000555e-01,2.849999999999995204e+00,4.570000000000028206e-02,2.849999999999995204e+00,2.490364069407179637e-01,1.350000000000000089e+00
2.500000000000000555e-01,2.874999999999995115e+00,3.860000000000007869e-02,2.874999999999995115e+00,2.493335482315332530e-01,1.375000000000000000e+00
2.500000000000000555e-01,2.899999999999995026e+00,3.139999999999987246e-02,2.899999999999995026e+00,2.495749303484836035e-01,1.400000000000000133e+00
2.500000000000000555e-01,2.924999999999994937e+00,2.389999999999991090e-02,2.924999999999994937e+00,2.497601172491498434e-01,1.425000000000000044e+00
2.500000000000000555e-01,2.949999999999994849e+00,1.619999999999995749e-02,2.949999999999994849e+00,2.498939587015323316e-01,1.450000000000000178e+00
2.500000000000000555e-01,2.974999999999994760e+00,8.200000000000005895e-03,2.974999999999994760e+00,2.499487563459847350e-01,1.475000000000000089e+00
2.500000000000000555e-01,2.999999999999994671e+00,1.000000000000000048e-04,2.999999999999994671e+00,2.499999999999887867e-01,1.500000000000000000e+00
